-8.785000000000000853e+01 8.060356842976350300e-02 1.185915532415619003e-04
-8.670000000000000284e+01 8.231045832220466874e-02 1.191417733586095225e-04
-8.555999999999998806e+01 7.325154163295814758e-02 1.141731927056402425e-04
-8.440999999999999659e+01 5.377571303745125320e-02 1.252159973625252770e-04
-8.326000000000000512e+01 3.671360307423135461e-02 1.249194397154193776e-04
-8.212000000000000455e+01 2.462087603708966108e-02 1.332063287407751870e-04
-8.097000000000001307e+01 1.674498696865139163e-02 1.122645815472649418e-04
-7.982000000000002160e+01 1.488393252358358870e-02 1.388361086302790446e-04
-7.868000000000002103e+01 1.497909744690156461e-02 1.180228456603193342e-04
-7.752999999999998693e+01 1.667009642213966233e-02 1.196991242248003211e-04
-7.637999999999999545e+01 1.750418858166510883e-02 1.229539709725221389e-04
-7.523999999999999488e+01 1.874127179981781646e-02 1.217023098418541809e-04
-7.409000000000001762e+01 1.935345575124777784e-02 1.224767231300799293e-04
-7.294000000000002615e+01 2.114410761236263855e-02 1.129935649299340032e-04
-7.179999999999998295e+01 2.257429715705807846e-02 1.238451135507979463e-04
-7.064999999999999147e+01 2.365885619594266381e-02 1.076503296697704602e-04
-6.950000000000000000e+01 2.422387075005847865e-02 9.705471756325257380e-05
-6.835999999999999943e+01 2.606992588627756943e-02 1.069065832687517473e-04
-6.721000000000002217e+01 2.685068998636100032e-02 1.111270583700285728e-04
-6.605999999999998806e+01 2.829303713581732965e-02 1.302591971249814323e-04
-6.491999999999998749e+01 2.926151080706278565e-02 1.208122182336977905e-04
-6.377000000000000313e+01 3.007912169562729221e-02 1.115930780393237963e-04
-6.262000000000000455e+01 3.146951384233090399e-02 1.153922899740221253e-04
-6.148000000000001108e+01 3.302580682980453541e-02 1.038394581115823802e-04
-6.033000000000001251e+01 3.340813161296560252e-02 1.016343348292499886e-04
-5.917999999999998550e+01 3.481089308123076764e-02 1.331670358195672092e-04
-5.803999999999999204e+01 3.547757409491249236e-02 1.169039305636494005e-04
-5.688999999999999346e+01 3.636164080351210470e-02 1.089432676698440027e-04
-5.574000000000000199e+01 3.794003770328320535e-02 1.326697803526804501e-04
-5.460000000000000142e+01 3.847712929328735154e-02 1.161139513669196829e-04
-5.345000000000000995e+01 3.969543527954526307e-02 1.265267535378527901e-04
-5.229999999999999005e+01 4.024333894607682455e-02 1.432382618154631759e-04
-5.116000000000000369e+01 4.170434803390249412e-02 1.192331179026671911e-04
-5.000999999999999801e+01 4.229856523443693145e-02 1.323559018735091038e-04
-4.886000000000000654e+01 4.296724107187289976e-02 1.157670003053105234e-04
-4.772000000000000597e+01 4.378682736175781853e-02 1.060676689146925839e-04
-4.657000000000000028e+01 4.420116168266730733e-02 1.293155528057915308e-04
-4.542000000000000171e+01 4.483695081179091962e-02 1.157965409350820741e-04
-4.427999999999998693e+01 4.517590653683191404e-02 1.118063915683041956e-04
-4.313000000000000256e+01 4.661119934476563170e-02 1.093924602116102472e-04
-4.198000000000001108e+01 4.696268575921235672e-02 1.082348500743684621e-04
-4.084000000000001762e+01 4.762284858679290828e-02 1.226627101803431073e-04
-3.968999999999999773e+01 4.827311707895323711e-02 1.111830698917970711e-04
-3.854000000000000625e+01 4.879031776014462751e-02 1.172909324325888467e-04
-3.739999999999999147e+01 5.002469649513048566e-02 1.159476862091641776e-04
-3.625000000000000000e+01 4.999423694023668457e-02 1.269419041370441399e-04
-3.510000000000000853e+01 5.031939461135663538e-02 1.193024415237878445e-04
-3.395999999999999375e+01 5.097163017465435042e-02 1.323878917448790616e-04
-3.281000000000000227e+01 5.190989854759173877e-02 1.160148565355138253e-04
-3.166000000000000725e+01 5.199498231940067466e-02 1.231391810198774472e-04
-3.051999999999999602e+01 5.264954644640942177e-02 1.176712800279673861e-04
-2.937000000000000099e+01 5.281042060229648727e-02 1.230473871155710335e-04
-2.822000000000000242e+01 5.317804501507646803e-02 1.168278457365382544e-04
-2.707999999999999829e+01 5.327782496641381843e-02 1.410861112469281842e-04
-2.593000000000000327e+01 5.349459652512981306e-02 1.148500325194022642e-04
-2.477999999999999758e+01 5.417763446595735138e-02 1.154021895708809154e-04
-2.363999999999999346e+01 5.481546780813359443e-02 1.116955842643791672e-04
-2.249000000000000554e+01 5.511070581059202694e-02 1.369076768623025573e-04
-2.133999999999999986e+01 5.541800347329514653e-02 1.044403709435192106e-04
-2.019999999999999574e+01 5.582837481087069703e-02 1.177413430439562476e-04
-1.905000000000000426e+01 5.543831574180619476e-02 1.261342938057148600e-04
-1.790000000000000213e+01 5.642181896534843172e-02 1.138519277998773904e-04
-1.675999999999999801e+01 5.667454124448517011e-02 1.068313230016498892e-04
-1.561000000000000476e+01 5.694004813003997884e-02 1.276088581783372329e-04
-1.446000000000000263e+01 5.690253594328144315e-02 1.402447330018085367e-04
-1.331999999999999673e+01 5.753547433630777641e-02 1.202219129884338775e-04
-1.216999999999999815e+01 5.782986367730380550e-02 1.335392527093254809e-04
-1.101999999999999780e+01 5.765148220312071164e-02 9.957474985045568672e-05
-9.879999999999999005e+00 5.827672932714972331e-02 1.200643885935848490e-04
-8.730000000000002203e+00 5.874357265448692383e-02 1.306108370246577535e-04
-7.579999999999999183e+00 6.017869676678139212e-02 1.607590465834708151e-04
-6.440000000000000391e+00 6.164735938301239837e-02 1.426415776441614992e-04
-5.290000000000000036e+00 6.221424148655633340e-02 1.470008389916193921e-04
-4.139999999999999680e+00 6.218434571083945872e-02 1.328816063706409584e-04
-3.000000000000000000e+00 6.218417139834435392e-02 1.674718908841771759e-04
-1.850000000000000533e+00 6.114390379692950100e-02 1.409445090187762912e-04
-6.999999999999999556e-01 6.143111627040589995e-02 1.393811489713198712e-04
4.400000000000001132e-01 6.054697205182059394e-02 1.492022101385721237e-04
1.580000000000000071e+00 6.143515002606770442e-02 1.302144471320460938e-04
2.729999999999999538e+00 6.184863334076661640e-02 1.238294311638348292e-04
3.880000000000000782e+00 6.237151523759153215e-02 1.285355123196909720e-04
5.020000000000001350e+00 6.180139935194754741e-02 1.524527330816342386e-04
6.170000000000000817e+00 6.140601892253364641e-02 1.542517409549626123e-04
7.319999999999997620e+00 6.183810128404951950e-02 1.362894062427133469e-04
8.460000000000002629e+00 6.155964074414725651e-02 1.586465670804637488e-04
9.609999999999999432e+00 6.080272169742151345e-02 1.492892874767576630e-04
1.075999999999999979e+01 5.950663064080430331e-02 1.144317978387106820e-04
1.190000000000000213e+01 5.909721160892123654e-02 1.065669436183225679e-04
1.305000000000000249e+01 5.824208813118513656e-02 1.169211556657377742e-04
1.419999999999999751e+01 5.790882993389549760e-02 1.301815563925250087e-04
1.534000000000000163e+01 5.765001003324522061e-02 1.149097433456375196e-04
1.649000000000000554e+01 5.755385838639737184e-02 1.492659716635422575e-04
1.763999999999999702e+01 5.774653946399898458e-02 1.238254606444210868e-04
1.878000000000000114e+01 5.671658842010354057e-02 1.022449438851368448e-04
1.993000000000000327e+01 5.683898034529474841e-02 1.090348927039465175e-04
2.108000000000000540e+01 5.652604200683206126e-02 1.207010290692680788e-04
2.221999999999999886e+01 5.646579963737607261e-02 1.226652225303432654e-04
2.337000000000000099e+01 5.615590662186333015e-02 1.113171845500410121e-04
2.451999999999999957e+01 5.602228885552848481e-02 1.174417580632462657e-04
2.566000000000000725e+01 5.531065355237183706e-02 1.279409055026724620e-04
2.681000000000000227e+01 5.513743323331430496e-02 1.227603994389792584e-04
2.795999999999999730e+01 5.483764214415316751e-02 1.192290698114164605e-04
2.910000000000000853e+01 5.428755246359886349e-02 1.252796479683725931e-04
3.025000000000000000e+01 5.407759118834727652e-02 1.139573848703260184e-04
3.139999999999999503e+01 5.365901780575687424e-02 1.141458093513678931e-04
3.254000000000000625e+01 5.320520041056493732e-02 1.364686335090943266e-04
3.368999999999999773e+01 5.285398587973353518e-02 1.078356949747694919e-04
3.484000000000001762e+01 5.220520573187350383e-02 1.158665035167550424e-04
3.598000000000001108e+01 5.174171834013126248e-02 1.245276228576368141e-04
3.713000000000000256e+01 5.170722754649321323e-02 1.166837056804771955e-04
