-8.814000000000000057e+01 7.110865951732429913e-02 5.101880937268354443e-05
-8.728000000000000114e+01 8.064011417244747182e-02 4.984003302831651553e-05
-8.642000000000000171e+01 8.817212069864380219e-02 4.877516001828445714e-05
-8.557000000000000739e+01 9.172579635007994947e-02 4.760302627652620037e-05
-8.471000000000000796e+01 9.148198164720215686e-02 5.166845075202067028e-05
-8.385000000000000853e+01 9.084318961236843848e-02 4.486266466517891874e-05
-8.300000000000000000e+01 9.050285830707240076e-02 4.617227785469071004e-05
-8.214000000000000057e+01 8.549478677599722798e-02 5.091912278721392055e-05
-8.128000000000000114e+01 7.103685887627114726e-02 5.267956509971225828e-05
-8.043000000000000682e+01 5.894551435616604551e-02 4.937474809088789366e-05
-7.957000000000000739e+01 5.178987023858924038e-02 4.921147804772373481e-05
-7.871000000000000796e+01 4.525831411037940094e-02 5.139995022415414969e-05
-7.785000000000000853e+01 3.888358419893832296e-02 4.694729529448746696e-05
-7.700000000000000000e+01 3.520633339037059634e-02 5.425464256251442659e-05
-7.614000000000000057e+01 3.425916791907251957e-02 5.129858539559013894e-05
-7.528000000000000114e+01 3.516893633394121976e-02 5.009487766303082561e-05
-7.443000000000000682e+01 3.615653212684814821e-02 5.560633121997806950e-05
-7.357000000000000739e+01 3.731464126452035956e-02 4.497419330296793853e-05
-7.271000000000000796e+01 3.867140520353196109e-02 4.874370344963586661e-05
-7.185999999999999943e+01 3.988793237751039195e-02 4.764120161526905591e-05
-7.100000000000000000e+01 4.121802528196115423e-02 5.038777670760679077e-05
-7.014000000000000057e+01 4.250970249084130848e-02 4.853851647921469714e-05
-6.928000000000000114e+01 4.348747822313064199e-02 4.735382509140519786e-05
-6.843000000000000682e+01 4.493647974240489590e-02 4.456635619867249973e-05
-6.757000000000000739e+01 4.617355691515528243e-02 4.649649665856241105e-05
-6.671000000000000796e+01 4.743566203922267716e-02 5.325542450486565074e-05
-6.585999999999999943e+01 4.851391174339320794e-02 4.698951313852090542e-05
-6.500000000000000000e+01 4.974302229793047675e-02 4.515279175263450101e-05
-6.414000000000000057e+01 5.087402986548864026e-02 4.929913914620179358e-05
-6.328999999999999915e+01 5.173242226553128459e-02 5.221157948355976193e-05
-6.242999999999999261e+01 5.301275524672723061e-02 4.748193952495534051e-05
-6.157000000000000739e+01 5.411142441012591758e-02 4.782761722779388082e-05
-6.071000000000000085e+01 5.515049349935808448e-02 4.936351736915482312e-05
